date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23569,0,0,151125,0,0,23569,0,0,151125,0,0
2020-12-28,18740,0,0,521625,0,0,42309,0,0,672750,0,0
2020-12-29,42651,0,0,0,0,0,84960,0,0,672750,0,0
2020-12-30,58001,0,0,653250,0,0,142961,0,0,1326000,0,0
2020-12-31,38617,0,0,0,0,0,181578,0,0,1326000,0,0
2021-01-01,24749,0,0,0,0,0,206327,0,0,1326000,0,0
2021-01-02,52182,0,0,0,0,0,258509,0,0,1326000,0,0
2021-01-03,24986,0,0,0,0,0,283495,0,0,1326000,0,0
2021-01-04,48685,0,0,0,0,0,332180,0,0,1326000,0,0
2021-01-05,52456,0,0,0,0,0,384636,0,0,1326000,0,0
2021-01-06,59167,0,0,0,0,0,443803,0,0,1326000,0,0
2021-01-07,58462,0,0,0,0,0,502265,0,0,1326000,0,0
2021-01-08,60445,0,0,687375,0,0,562710,0,0,2013375,0,0
2021-01-09,57323,0,0,0,0,0,620033,0,0,2013375,0,0
2021-01-10,33280,0,0,0,0,0,653313,0,0,2013375,0,0
2021-01-11,65667,0,0,0,0,0,718980,0,0,2013375,0,0
2021-01-12,82084,0,0,0,63600,0,801064,0,0,2013375,63600,0
2021-01-13,98291,795,0,0,0,0,899355,795,0,2013375,63600,0
2021-01-14,95581,4648,0,0,0,0,994936,5443,0,2013375,63600,0
2021-01-15,87373,5451,0,0,0,0,1082309,10894,0,2013375,63600,0
2021-01-16,55242,1858,0,0,0,0,1137551,12752,0,2013375,63600,0
2021-01-17,43094,1414,0,0,0,0,1180645,14166,0,2013375,63600,0
2021-01-18,72423,1934,0,0,0,0,1253068,16100,0,2013375,63600,0
2021-01-19,93878,1523,0,842400,0,0,1346946,17623,0,2855775,63600,0
2021-01-20,127648,1292,0,0,0,0,1474594,18915,0,2855775,63600,0
2021-01-21,95033,1099,0,0,0,0,1569627,20014,0,2855775,63600,0
2021-01-22,114272,1338,0,0,0,0,1683899,21352,0,2855775,63600,0
2021-01-23,92536,383,0,0,0,0,1776435,21735,0,2855775,63600,0
2021-01-24,66056,244,0,0,0,0,1842491,21979,0,2855775,63600,0
2021-01-25,96455,1475,0,0,0,0,1938946,23454,0,2855775,63600,0
2021-01-26,101131,1588,0,489060,0,0,2040077,25042,0,3344835,63600,0
2021-01-27,111428,1911,0,0,0,0,2151505,26953,0,3344835,63600,0
2021-01-28,94114,6483,0,0,0,0,2245619,33436,0,3344835,63600,0
2021-01-29,108335,1404,0,0,0,0,2353954,34840,0,3344835,63600,0
2021-01-30,87306,874,0,0,0,0,2441260,35714,0,3344835,63600,0
2021-01-31,62363,342,0,0,90000,0,2503623,36056,0,3344835,153600,0
2021-02-01,114376,1577,0,747630,0,0,2617999,37633,0,4092465,153600,0
2021-02-02,125647,2028,0,0,0,0,2743646,39661,0,4092465,153600,0
2021-02-03,137266,5453,0,0,0,0,2880912,45114,0,4092465,153600,0
2021-02-04,130800,5026,0,0,0,0,3011712,50140,0,4092465,153600,0
2021-02-05,129501,4071,0,0,0,0,3141213,54211,0,4092465,153600,0
2021-02-06,100469,3401,0,0,0,345600,3241682,57612,0,4092465,153600,345600
2021-02-07,55931,3459,0,0,0,0,3297613,61071,0,4092465,153600,345600
2021-02-08,102441,3961,16,0,0,0,3400054,65032,16,4092465,153600,345600
2021-02-09,121450,3270,106,747630,0,0,3521504,68302,122,4840095,153600,345600
2021-02-10,137951,4932,7502,0,0,0,3659455,73234,7624,4840095,153600,345600
2021-02-11,124110,5950,13826,0,0,0,3783565,79184,21450,4840095,153600,345600
2021-02-12,135165,9537,13801,0,0,391200,3918730,88721,35251,4840095,153600,736800
2021-02-13,94202,3379,12336,0,0,0,4012932,92100,47587,4840095,153600,736800
2021-02-14,56939,2852,6977,0,0,0,4069871,94952,54564,4840095,153600,736800
2021-02-15,108429,3320,15054,0,182400,0,4178300,98272,69618,4840095,336000,736800
2021-02-16,108238,4627,23412,900900,0,0,4286538,102899,93030,5740995,336000,736800
2021-02-17,122969,7071,19259,0,0,0,4409507,109970,112289,5740995,336000,736800
2021-02-18,114561,7157,23898,0,0,0,4524068,117127,136187,5740995,336000,736800
2021-02-19,119109,7920,23655,0,0,715200,4643177,125047,159842,5740995,336000,1452000
2021-02-20,86352,5462,20809,0,0,0,4729529,130509,180651,5740995,336000,1452000
2021-02-21,65826,4221,15524,0,0,0,4795355,134730,196175,5740995,336000,1452000
2021-02-22,118979,7442,25755,0,0,0,4914334,142172,221930,5740995,336000,1452000
2021-02-23,126952,6323,26627,924300,0,0,5041286,148495,248557,6665295,336000,1452000
2021-02-24,132746,7595,34404,0,0,0,5174032,156090,282961,6665295,336000,1452000
2021-02-25,124807,6172,48544,0,0,0,5298839,162262,331505,6665295,336000,1452000
2021-02-26,133027,7121,55212,0,0,0,5431866,169383,386717,6665295,336000,1452000
2021-02-27,93975,4148,48571,0,343200,0,5525841,173531,435288,6665295,679200,1452000
2021-02-28,67228,3571,42782,0,0,0,5593069,177102,478070,6665295,679200,1452000
2021-03-01,129105,7724,54658,0,0,0,5722174,184826,532728,6665295,679200,1452000
2021-03-02,143859,8386,62983,1012050,0,650400,5866033,193212,595711,7677345,679200,2102400
2021-03-03,162026,11485,66581,0,0,0,6028059,204697,662292,7677345,679200,2102400
2021-03-04,142671,12572,82308,0,0,0,6170730,217269,744600,7677345,679200,2102400
2021-03-05,141595,12301,95342,0,0,0,6312325,229570,839942,7677345,679200,2102400
2021-03-06,107980,7684,77514,0,0,0,6420305,237254,917456,7677345,679200,2102400
2021-03-07,83713,6633,57206,0,0,0,6504018,243887,974662,7677345,679200,2102400
2021-03-08,136141,11323,83059,0,0,0,6640159,255210,1057721,7677345,679200,2102400
2021-03-09,140367,11647,93934,1076400,0,960000,6780526,266857,1151655,8753745,679200,3062400
2021-03-10,157433,11421,104919,0,0,0,6937959,278278,1256574,8753745,679200,3062400
2021-03-11,153597,12090,117876,0,0,0,7091556,290368,1374450,8753745,679200,3062400
2021-03-12,149102,13567,124302,0,0,0,7240658,303935,1498752,8753745,679200,3062400
2021-03-13,112774,7878,110046,0,0,0,7353432,311813,1608798,8753745,679200,3062400
2021-03-14,87991,4787,71213,0,0,0,7441423,316600,1680011,8753745,679200,3062400
2021-03-15,146039,11012,68802,0,0,0,7587462,327612,1748813,8753745,679200,3062400
