date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-26,0,0,0,151125,0,0,0,0,0,151125,0,0
2020-12-27,24296,0,0,0,0,0,24296,0,0,151125,0,0
2020-12-28,18384,0,0,521625,0,0,42680,0,0,672750,0,0
2020-12-29,48706,0,0,0,0,0,91386,0,0,672750,0,0
2020-12-30,61494,0,0,653250,0,0,152880,0,0,1326000,0,0
2020-12-31,49358,0,0,0,0,0,202238,0,0,1326000,0,0
2021-01-01,19273,0,1,0,0,0,221511,0,1,1326000,0,0
2021-01-02,52640,0,0,0,0,0,274151,0,1,1326000,0,0
2021-01-03,24308,0,0,0,0,0,298459,0,1,1326000,0,0
2021-01-04,48350,0,0,0,0,0,346809,0,1,1326000,0,0
2021-01-05,53359,1,0,0,0,0,400168,1,1,1326000,0,0
2021-01-06,62992,1,2,0,0,0,463160,2,3,1326000,0,0
2021-01-07,56201,0,0,0,0,0,519361,2,3,1326000,0,0
2021-01-08,63378,45,0,687375,0,0,582739,47,3,2013375,0,0
2021-01-09,61230,0,0,0,0,0,643969,47,3,2013375,0,0
2021-01-10,35139,0,0,0,0,0,679108,47,3,2013375,0,0
2021-01-11,66450,1,0,0,0,0,745558,48,3,2013375,0,0
2021-01-12,82924,0,2,0,63600,0,828482,48,5,2013375,63600,0
2021-01-13,110462,797,0,0,0,0,938944,845,5,2013375,63600,0
2021-01-14,78452,4584,0,0,0,0,1017396,5429,5,2013375,63600,0
2021-01-15,84665,5437,19,0,0,0,1102061,10866,24,2013375,63600,0
2021-01-16,55575,1772,0,0,0,0,1157636,12638,24,2013375,63600,0
2021-01-17,46203,1305,1,0,0,0,1203839,13943,25,2013375,63600,0
2021-01-18,78220,3568,1,0,0,0,1282059,17511,26,2013375,63600,0
2021-01-19,110195,2989,50,842400,0,0,1392254,20500,76,2855775,63600,0
2021-01-20,128468,2730,4,0,0,0,1520722,23230,80,2855775,63600,0
2021-01-21,101349,2589,0,0,0,0,1622071,25819,80,2855775,63600,0
2021-01-22,99771,2000,12,0,0,0,1721842,27819,92,2855775,63600,0
2021-01-23,84982,383,1,0,0,0,1806824,28202,93,2855775,63600,0
2021-01-24,48904,244,4,0,0,0,1855728,28446,97,2855775,63600,0
2021-01-25,94150,1722,2,0,0,0,1949878,30168,99,2855775,63600,0
2021-01-26,97369,1654,6,489060,0,0,2047247,31822,105,3344835,63600,0
2021-01-27,108974,1926,8,0,0,0,2156221,33748,113,3344835,63600,0
2021-01-28,89617,1635,1,0,0,0,2245838,35383,114,3344835,63600,0
2021-01-29,106985,1405,68,0,0,0,2352823,36788,182,3344835,63600,0
2021-01-30,85465,874,1,0,0,0,2438288,37662,183,3344835,63600,0
2021-01-31,57061,365,0,0,90000,0,2495349,38027,183,3344835,153600,0
2021-02-01,118843,2211,57,0,0,0,2614192,40238,240,3344835,153600,0
2021-02-02,127414,2870,14,747630,0,0,2741606,43108,254,4092465,153600,0
2021-02-03,151662,5949,20,0,0,0,2893268,49057,274,4092465,153600,0
2021-02-04,125449,5453,6,0,0,0,3018717,54510,280,4092465,153600,0
2021-02-05,136783,5880,7,0,0,0,3155500,60390,287,4092465,153600,0
2021-02-06,96605,2466,1,0,0,345600,3252105,62856,288,4092465,153600,345600
2021-02-07,51186,2349,2,0,0,0,3303291,65205,290,4092465,153600,345600
2021-02-08,105976,3859,18,0,0,0,3409267,69064,308,4092465,153600,345600
2021-02-09,128406,3882,108,747630,0,0,3537673,72946,416,4840095,153600,345600
2021-02-10,138094,3591,7022,0,0,0,3675767,76537,7438,4840095,153600,345600
2021-02-11,119411,6949,15429,0,0,0,3795178,83486,22867,4840095,153600,345600
2021-02-12,132338,9494,14077,0,0,391200,3927516,92980,36944,4840095,153600,736800
2021-02-13,92047,3035,12580,0,0,0,4019563,96015,49524,4840095,153600,736800
2021-02-14,55104,2401,7291,0,0,0,4074667,98416,56815,4840095,153600,736800
2021-02-15,107195,4397,14739,0,182400,0,4181862,102813,71554,4840095,336000,736800
2021-02-16,105666,5235,23427,904410,0,0,4287528,108048,94981,5744505,336000,736800
