date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24472,0,0,0,0,0,0,0,24472,0,0,0,151125,0,0,0
2020-12-28,18340,0,0,0,521625,0,0,0,42812,0,0,0,672750,0,0,0
2020-12-29,49504,0,0,0,0,0,0,0,92316,0,0,0,672750,0,0,0
2020-12-30,62455,0,0,0,653250,0,0,0,154771,0,0,0,1326000,0,0,0
2020-12-31,50044,0,0,0,0,0,0,0,204815,0,0,0,1326000,0,0,0
2021-01-01,19272,0,1,0,0,0,0,0,224087,0,1,0,1326000,0,0,0
2021-01-02,53096,0,0,0,0,0,0,0,277183,0,1,0,1326000,0,0,0
2021-01-03,24209,0,0,0,0,0,0,0,301392,0,1,0,1326000,0,0,0
2021-01-04,48389,0,0,0,0,0,0,0,349781,0,1,0,1326000,0,0,0
2021-01-05,54059,1,0,0,0,0,0,0,403840,1,1,0,1326000,0,0,0
2021-01-06,62848,6,2,0,0,0,0,0,466688,7,3,0,1326000,0,0,0
2021-01-07,55861,4,0,0,0,0,0,0,522549,11,3,0,1326000,0,0,0
2021-01-08,63437,48,0,0,687375,0,0,0,585986,59,3,0,2013375,0,0,0
2021-01-09,61366,0,0,0,0,0,0,0,647352,59,3,0,2013375,0,0,0
2021-01-10,35361,0,0,0,0,0,0,0,682713,59,3,0,2013375,0,0,0
2021-01-11,67446,1,0,0,0,0,0,0,750159,60,3,0,2013375,0,0,0
2021-01-12,82780,5,2,0,0,63600,0,0,832939,65,5,0,2013375,63600,0,0
2021-01-13,110777,797,0,0,0,0,0,0,943716,862,5,0,2013375,63600,0,0
2021-01-14,78083,4628,0,0,0,0,0,0,1021799,5490,5,0,2013375,63600,0,0
2021-01-15,85984,5438,19,0,0,0,0,0,1107783,10928,24,0,2013375,63600,0,0
2021-01-16,55685,1772,0,0,0,0,0,0,1163468,12700,24,0,2013375,63600,0,0
2021-01-17,47213,1305,1,0,0,0,0,0,1210681,14005,25,0,2013375,63600,0,0
2021-01-18,78231,4034,1,0,0,0,0,0,1288912,18039,26,0,2013375,63600,0,0
2021-01-19,111705,3468,50,0,842400,0,0,0,1400617,21507,76,0,2855775,63600,0,0
2021-01-20,129441,2750,4,0,0,0,0,0,1530058,24257,80,0,2855775,63600,0,0
2021-01-21,102236,2712,0,0,0,0,0,0,1632294,26969,80,0,2855775,63600,0,0
2021-01-22,100234,2043,12,0,0,0,0,0,1732528,29012,92,0,2855775,63600,0,0
2021-01-23,85164,383,1,0,0,0,0,0,1817692,29395,93,0,2855775,63600,0,0
2021-01-24,49784,244,4,0,0,0,0,0,1867476,29639,97,0,2855775,63600,0,0
2021-01-25,92403,1722,2,0,0,0,0,0,1959879,31361,99,0,2855775,63600,0,0
