date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-26,0,0,0,151125,0,0,0,0,0,151125,0,0
2020-12-27,24296,0,0,0,0,0,24296,0,0,151125,0,0
2020-12-28,18383,0,0,521625,0,0,42679,0,0,672750,0,0
2020-12-29,48845,0,0,0,0,0,91524,0,0,672750,0,0
2020-12-30,62201,0,0,653250,0,0,153725,0,0,1326000,0,0
2020-12-31,49823,0,0,0,0,0,203548,0,0,1326000,0,0
2021-01-01,19268,0,1,0,0,0,222816,0,1,1326000,0,0
2021-01-02,52861,0,0,0,0,0,275677,0,1,1326000,0,0
2021-01-03,24115,0,0,0,0,0,299792,0,1,1326000,0,0
2021-01-04,48400,0,0,0,0,0,348192,0,1,1326000,0,0
2021-01-05,53848,1,0,0,0,0,402040,1,1,1326000,0,0
2021-01-06,62824,6,2,0,0,0,464864,7,3,1326000,0,0
2021-01-07,56025,4,0,0,0,0,520889,11,3,1326000,0,0
2021-01-08,63570,48,0,687375,0,0,584459,59,3,2013375,0,0
2021-01-09,61373,0,0,0,0,0,645832,59,3,2013375,0,0
2021-01-10,35213,0,0,0,0,0,681045,59,3,2013375,0,0
2021-01-11,66731,1,0,0,0,0,747776,60,3,2013375,0,0
2021-01-12,82906,0,2,0,63600,0,830682,60,5,2013375,63600,0
2021-01-13,111044,797,0,0,0,0,941726,857,5,2013375,63600,0
2021-01-14,78615,4627,0,0,0,0,1020341,5484,5,2013375,63600,0
2021-01-15,85734,5437,19,0,0,0,1106075,10921,24,2013375,63600,0
2021-01-16,55640,1772,0,0,0,0,1161715,12693,24,2013375,63600,0
2021-01-17,46693,1305,1,0,0,0,1208408,13998,25,2013375,63600,0
2021-01-18,78214,4036,1,0,0,0,1286622,18034,26,2013375,63600,0
2021-01-19,110839,3469,50,842400,0,0,1397461,21503,76,2855775,63600,0
2021-01-20,129286,2749,4,0,0,0,1526747,24252,80,2855775,63600,0
2021-01-21,101939,2712,0,0,0,0,1628686,26964,80,2855775,63600,0
2021-01-22,99902,2043,12,0,0,0,1728588,29007,92,2855775,63600,0
2021-01-23,85178,383,1,0,0,0,1813766,29390,93,2855775,63600,0
2021-01-24,49426,244,4,0,0,0,1863192,29634,97,2855775,63600,0
2021-01-25,94508,1722,2,0,0,0,1957700,31356,99,2855775,63600,0
2021-01-26,97948,1654,6,489060,0,0,2055648,33010,105,3344835,63600,0
2021-01-27,109237,1926,8,0,0,0,2164885,34936,113,3344835,63600,0
2021-01-28,89856,1635,1,0,0,0,2254741,36571,114,3344835,63600,0
2021-01-29,107158,1405,65,0,0,0,2361899,37976,179,3344835,63600,0
2021-01-30,86602,874,1,0,0,0,2448501,38850,180,3344835,63600,0
2021-01-31,57665,376,0,0,90000,0,2506166,39226,180,3344835,153600,0
2021-02-01,119504,2211,57,0,0,0,2625670,41437,237,3344835,153600,0
2021-02-02,127781,2870,14,747630,0,0,2753451,44307,251,4092465,153600,0
2021-02-03,152556,6389,20,0,0,0,2906007,50696,271,4092465,153600,0
2021-02-04,126077,5876,6,0,0,0,3032084,56572,277,4092465,153600,0
2021-02-05,138061,6402,7,0,0,0,3170145,62974,284,4092465,153600,0
2021-02-06,97082,2466,1,0,0,345600,3267227,65440,285,4092465,153600,345600
2021-02-07,51606,2349,2,0,0,0,3318833,67789,287,4092465,153600,345600
2021-02-08,106378,3859,19,0,0,0,3425211,71648,306,4092465,153600,345600
2021-02-09,128860,3882,110,747630,0,0,3554071,75530,416,4840095,153600,345600
2021-02-10,139133,3868,7036,0,0,0,3693204,79398,7452,4840095,153600,345600
2021-02-11,119788,7295,15423,0,0,0,3812992,86693,22875,4840095,153600,345600
2021-02-12,132713,9875,14232,0,0,391200,3945705,96568,37107,4840095,153600,736800
2021-02-13,92167,3047,12812,0,0,0,4037872,99615,49919,4840095,153600,736800
2021-02-14,55144,2401,7351,0,0,0,4093016,102016,57270,4840095,153600,736800
2021-02-15,107550,4806,14735,0,182400,0,4200566,106822,72005,4840095,336000,736800
2021-02-16,105970,5235,23489,904410,0,0,4306536,112057,95494,5744505,336000,736800
