date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23990,0,0,0,0,0,23990,0,0,0,0,0
2020-12-28,18385,0,0,521625,0,0,42375,0,0,521625,0,0
2020-12-29,48307,0,0,0,0,0,90682,0,0,521625,0,0
2020-12-30,61112,0,0,653250,0,0,151794,0,0,1174875,0,0
2020-12-31,48475,0,0,0,0,0,200269,0,0,1174875,0,0
2021-01-01,19273,0,1,0,0,0,219542,0,1,1174875,0,0
2021-01-02,52608,0,0,0,0,0,272150,0,1,1174875,0,0
2021-01-03,24088,0,0,0,0,0,296238,0,1,1174875,0,0
2021-01-04,48344,0,0,0,0,0,344582,0,1,1174875,0,0
2021-01-05,53355,1,0,0,0,0,397937,1,1,1174875,0,0
2021-01-06,62742,1,2,0,0,0,460679,2,3,1174875,0,0
2021-01-07,55768,0,0,0,0,0,516447,2,3,1174875,0,0
2021-01-08,62663,0,0,687375,0,0,579110,2,3,1862250,0,0
2021-01-09,60852,0,0,0,0,0,639962,2,3,1862250,0,0
2021-01-10,34980,0,0,0,0,0,674942,2,3,1862250,0,0
2021-01-11,66136,1,0,0,0,0,741078,3,3,1862250,0,0
2021-01-12,82569,0,2,0,63600,0,823647,3,5,1862250,63600,0
2021-01-13,109874,797,0,0,0,0,933521,800,5,1862250,63600,0
2021-01-14,77913,4585,0,0,0,0,1011434,5385,5,1862250,63600,0
2021-01-15,84423,5437,19,0,0,0,1095857,10822,24,1862250,63600,0
2021-01-16,55059,1772,0,0,0,0,1150916,12594,24,1862250,63600,0
2021-01-17,45929,1305,1,0,0,0,1196845,13899,25,1862250,63600,0
2021-01-18,77453,3289,1,0,0,0,1274298,17188,26,1862250,63600,0
2021-01-19,109052,2774,50,842400,0,0,1383350,19962,76,2704650,63600,0
2021-01-20,127198,2518,4,0,0,0,1510548,22480,80,2704650,63600,0
2021-01-21,101237,2323,0,0,0,0,1611785,24803,80,2704650,63600,0
2021-01-22,99577,1991,12,0,0,0,1711362,26794,92,2704650,63600,0
2021-01-23,84816,383,1,0,0,0,1796178,27177,93,2704650,63600,0
2021-01-24,48907,244,2,0,0,0,1845085,27421,95,2704650,63600,0
2021-01-25,94152,1579,2,0,0,0,1939237,29000,97,2704650,63600,0
2021-01-26,97371,1654,6,489060,0,0,2036608,30654,103,3193710,63600,0
2021-01-27,108523,1926,8,0,0,0,2145131,32580,111,3193710,63600,0
2021-01-28,89029,1635,1,0,0,0,2234160,34215,112,3193710,63600,0
2021-01-29,105983,1405,68,0,0,0,2340143,35620,180,3193710,63600,0
2021-01-30,84795,874,1,0,0,0,2424938,36494,181,3193710,63600,0
2021-01-31,56096,343,0,0,90000,0,2481034,36837,181,3193710,153600,0
2021-02-01,117672,2211,57,0,0,0,2598706,39048,238,3193710,153600,0
2021-02-02,125876,2648,14,747630,0,0,2724582,41696,252,3941340,153600,0
2021-02-03,149785,5737,19,0,0,0,2874367,47433,271,3941340,153600,0
2021-02-04,124221,5277,6,0,0,0,2998588,52710,277,3941340,153600,0
2021-02-05,134593,5836,7,0,0,0,3133181,58546,284,3941340,153600,0
2021-02-06,94675,2466,1,0,0,345600,3227856,61012,285,3941340,153600,345600
2021-02-07,50528,2349,2,0,0,0,3278384,63361,287,3941340,153600,345600
2021-02-08,105202,3861,18,0,0,0,3383586,67222,305,3941340,153600,345600
2021-02-09,127588,3882,108,747630,0,0,3511174,71104,413,4688970,153600,345600
2021-02-10,136828,3357,7102,0,0,0,3648002,74461,7515,4688970,153600,345600
2021-02-11,118942,6713,15469,0,0,0,3766944,81174,22984,4688970,153600,345600
2021-02-12,131693,9236,14120,0,0,391200,3898637,90410,37104,4688970,153600,736800
2021-02-13,91898,3035,12541,0,0,0,3990535,93445,49645,4688970,153600,736800
2021-02-14,55104,2401,7257,0,0,0,4045639,95846,56902,4688970,153600,736800
2021-02-15,106923,4217,14583,0,182400,0,4152562,100063,71485,4688970,336000,736800
2021-02-16,105666,4953,23465,904410,0,0,4258228,105016,94950,5593380,336000,736800
2021-02-17,122227,7263,19629,0,0,0,4380455,112279,114579,5593380,336000,736800
2021-02-18,111353,7452,24352,0,0,0,4491808,119731,138931,5593380,336000,736800
2021-02-19,117467,9070,24802,0,0,715200,4609275,128801,163733,5593380,336000,1452000
2021-02-20,87874,4472,21606,0,0,0,4697149,133273,185339,5593380,336000,1452000
2021-02-21,67249,3228,15275,0,0,0,4764398,136501,200614,5593380,336000,1452000
2021-02-22,126341,8385,24852,0,0,0,4890739,144886,225466,5593380,336000,1452000
2021-02-23,131757,6398,27131,926640,0,0,5022496,151284,252597,6520020,336000,1452000
2021-02-24,131299,7186,34599,0,0,0,5153795,158470,287196,6520020,336000,1452000
2021-02-25,130101,6256,50542,0,0,0,5283896,164726,337738,6520020,336000,1452000
2021-02-26,137840,8279,59320,0,0,0,5421736,173005,397058,6520020,336000,1452000
2021-02-27,92222,4182,50813,0,343200,0,5513958,177187,447871,6520020,679200,1452000
