date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2021-02-26,139921,8716,60481,0,0,0,0,0,5480185,185255,401491,0,6671145,336000,1452000,0
2021-02-27,92974,4190,51517,0,0,343200,0,0,5573159,189445,453008,0,6671145,679200,1452000,0
2021-02-28,62405,3956,41762,0,0,0,0,0,5635564,193401,494770,0,6671145,679200,1452000,0
2021-03-01,128510,9452,57608,0,0,0,0,0,5764074,202853,552378,0,6671145,679200,1452000,0
2021-03-02,140522,10115,69098,0,1014390,0,650400,0,5904596,212968,621476,0,7685535,679200,2102400,0
2021-03-03,156799,13802,72971,0,0,0,0,0,6061395,226770,694447,0,7685535,679200,2102400,0
2021-03-04,142349,13978,86394,0,0,0,0,0,6203744,240748,780841,0,7685535,679200,2102400,0
2021-03-05,147120,13321,108213,0,0,0,0,0,6350864,254069,889054,0,7685535,679200,2102400,0
2021-03-06,110733,8596,83047,0,0,0,0,0,6461597,262665,972101,0,7685535,679200,2102400,0
2021-03-07,82449,6737,61156,0,0,0,0,0,6544046,269402,1033257,0,7685535,679200,2102400,0
2021-03-08,135618,10998,92224,0,0,0,0,0,6679664,280400,1125481,0,7685535,679200,2102400,0
2021-03-09,140128,12736,97242,0,1083420,0,960000,0,6819792,293136,1222723,0,8768955,679200,3062400,0
2021-03-10,157599,11401,114301,0,0,0,0,0,6977391,304537,1337024,0,8768955,679200,3062400,0
2021-03-11,149070,13221,119148,0,0,0,0,0,7126461,317758,1456172,0,8768955,679200,3062400,0
2021-03-12,152685,17537,153256,0,0,0,0,0,7279146,335295,1609428,0,8768955,679200,3062400,0
2021-03-13,114652,9753,122031,0,0,0,0,0,7393798,345048,1731459,0,8768955,679200,3062400,0
2021-03-14,89505,5146,76544,0,0,0,0,0,7483303,350194,1808003,0,8768955,679200,3062400,0
2021-03-15,152346,12381,83423,0,0,0,364800,0,7635649,362575,1891426,0,8768955,679200,3427200,0
2021-03-16,166095,11097,1913,0,1083420,0,0,0,7801744,373672,1893339,0,9852375,679200,3427200,0
2021-03-17,185652,17963,1411,0,0,0,0,0,7987396,391635,1894750,0,9852375,679200,3427200,0
2021-03-18,174973,18162,1576,0,0,0,0,0,8162369,409797,1896326,0,9852375,679200,3427200,0
2021-03-19,184317,20570,38673,0,0,0,0,0,8346686,430367,1934999,0,9852375,679200,3427200,0
2021-03-20,136431,15301,68449,0,0,0,0,0,8483117,445668,2003448,0,9852375,679200,3427200,0
2021-03-21,104608,9207,52252,0,0,432000,0,0,8587725,454875,2055700,0,9852375,1111200,3427200,0
2021-03-22,165543,23643,76851,0,0,0,0,0,8753268,478518,2132551,0,9852375,1111200,3427200,0
2021-03-23,180127,20139,97323,0,1076400,0,204000,0,8933395,498657,2229874,0,10928775,1111200,3631200,0
2021-03-24,197168,33095,103685,0,0,0,0,0,9130563,531752,2333559,0,10928775,1111200,3631200,0
2021-03-25,188400,27253,121526,0,0,0,0,0,9318963,559005,2455085,0,10928775,1111200,3631200,0
2021-03-26,201730,36387,136366,0,0,0,201600,0,9520693,595392,2591451,0,10928775,1111200,3832800,0
2021-03-27,151896,27355,107424,0,0,0,0,0,9672589,622747,2698875,0,10928775,1111200,3832800,0
2021-03-28,117642,18525,60618,0,0,0,0,0,9790231,641272,2759493,0,10928775,1111200,3832800,0
2021-03-29,187608,25850,94877,0,0,0,0,0,9977839,667122,2854370,0,10928775,1111200,3832800,0
2021-03-30,215648,26090,86164,0,1427400,0,0,0,10193487,693212,2940534,0,12356175,1111200,3832800,0
2021-03-31,249087,38191,53654,0,0,0,0,0,10442574,731403,2994188,0,12356175,1111200,3832800,0
2021-04-01,235479,32208,55241,0,0,0,0,0,10678053,763611,3049429,0,12356175,1111200,3832800,0
2021-04-02,181260,16521,31876,0,0,650400,0,0,10859313,780132,3081305,0,12356175,1761600,3832800,0
2021-04-03,173417,17082,41230,0,0,0,1744800,0,11032730,797214,3122535,0,12356175,1761600,5577600,0
2021-04-04,135312,11113,49646,0,0,0,0,0,11168042,808327,3172181,0,12356175,1761600,5577600,0
2021-04-05,168183,17915,63425,0,0,0,0,0,11336225,826242,3235606,0,12356175,1761600,5577600,0
2021-04-06,257746,33187,87130,0,0,0,0,0,11593971,859429,3322736,0,12356175,1761600,5577600,0
2021-04-07,541750,35785,99676,0,2738970,0,0,0,12135721,895214,3422412,0,15095145,1761600,5577600,0
2021-04-08,573106,35255,124142,0,0,0,0,0,12708827,930469,3546554,0,15095145,1761600,5577600,0
2021-04-09,486526,35573,100300,0,0,0,0,0,13195353,966042,3646854,0,15095145,1761600,5577600,0
2021-04-10,245693,23194,99518,0,0,0,0,0,13441046,989236,3746372,0,15095145,1761600,5577600,0
2021-04-11,167806,18037,74733,0,0,0,0,0,13608852,1007273,3821105,0,15095145,1761600,5577600,0
2021-04-12,278320,28622,108168,0,0,0,360000,0,13887172,1035895,3929273,0,15095145,1761600,5937600,0
2021-04-13,428673,26653,115467,0,2515500,0,0,0,14315845,1062548,4044740,0,17610645,1761600,5937600,0
2021-04-14,616735,33452,123270,0,0,0,0,0,14932580,1096000,4168010,0,17610645,1761600,5937600,0
2021-04-15,531351,36343,110126,0,0,0,0,0,15463931,1132343,4278136,0,17610645,1761600,5937600,0
2021-04-16,436325,31172,124869,0,0,0,0,0,15900256,1163515,4403005,0,17610645,1761600,5937600,0
2021-04-17,222862,22034,116482,0,0,42000,0,0,16123118,1185549,4519487,0,17610645,1803600,5937600,0
2021-04-18,171085,14218,80345,0,0,72000,57600,0,16294203,1199767,4599832,0,17610645,1875600,5995200,0
2021-04-19,289013,31801,77483,0,0,0,0,0,16583216,1231568,4677315,0,17610645,1875600,5995200,0
2021-04-20,377486,37838,139181,0,2515499,0,554398,0,16960702,1269406,4816496,0,20126144,1875600,6549598,0
2021-04-21,449013,39125,224294,0,0,477600,0,0,17409715,1308531,5040790,0,20126144,2353200,6549598,0
2021-04-22,379535,41495,211952,0,0,0,0,0,17789250,1350026,5252742,0,20126144,2353200,6549598,0
2021-04-23,349507,42376,157684,0,0,0,0,0,18138757,1392402,5410426,0,20126144,2353200,6549598,0
2021-04-24,238065,48990,80554,0,0,0,196800,0,18376822,1441392,5490980,0,20126144,2353200,6746398,0
2021-04-25,187156,33899,61565,0,21060,388800,9600,256800,18563978,1475291,5552545,0,20147204,2742000,6755998,256800
2021-04-26,314222,40790,71122,62,1364220,0,0,0,18878200,1516081,5623667,62,21511424,2742000,6755998,256800
2021-04-27,674509,51135,55749,454,2053350,0,0,0,19552709,1567216,5679416,516,23564774,2742000,6755998,256800
2021-04-28,1005572,57689,52634,713,0,0,144000,0,20558281,1624905,5732050,1229,23564774,2742000,6899998,256800
2021-04-29,818150,61284,56014,877,0,0,0,0,21376431,1686189,5788064,2106,23564774,2742000,6899998,256800
2021-04-30,673403,55389,65706,818,0,376800,60000,0,22049834,1741578,5853770,2924,23564774,3118800,6959998,256800
2021-05-01,249916,40424,39661,2316,1813500,0,0,0,22299750,1782002,5893431,5240,25378274,3118800,6959998,256800
2021-05-02,193813,37194,29170,1629,0,0,0,0,22493563,1819196,5922601,6869,25378274,3118800,6959998,256800
2021-05-03,309799,67552,61858,992,0,0,0,0,22803362,1886748,5984459,7861,25378274,3118800,6959998,256800
2021-05-04,616079,54632,149034,2059,0,0,0,0,23419441,1941380,6133493,9920,25378274,3118800,6959998,256800
2021-05-05,820815,63008,207431,1511,0,0,0,0,24240256,2004388,6340924,11431,25378274,3118800,6959998,256800
