date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-26,0,0,0,151125,0,0,0,0,0,151125,0,0
2020-12-27,24296,0,0,0,0,0,24296,0,0,151125,0,0
2020-12-28,18383,0,0,521625,0,0,42679,0,0,672750,0,0
2020-12-29,49131,0,0,0,0,0,91810,0,0,672750,0,0
2020-12-30,61831,0,0,653250,0,0,153641,0,0,1326000,0,0
2020-12-31,49687,0,0,0,0,0,203328,0,0,1326000,0,0
2021-01-01,19270,0,1,0,0,0,222598,0,1,1326000,0,0
2021-01-02,52861,0,0,0,0,0,275459,0,1,1326000,0,0
2021-01-03,24151,0,0,0,0,0,299610,0,1,1326000,0,0
2021-01-04,48350,0,0,0,0,0,347960,0,1,1326000,0,0
2021-01-05,53496,1,0,0,0,0,401456,1,1,1326000,0,0
2021-01-06,62990,6,2,0,0,0,464446,7,3,1326000,0,0
2021-01-07,56132,4,0,0,0,0,520578,11,3,1326000,0,0
2021-01-08,63543,48,0,687375,0,0,584121,59,3,2013375,0,0
2021-01-09,61230,0,0,0,0,0,645351,59,3,2013375,0,0
2021-01-10,35138,0,0,0,0,0,680489,59,3,2013375,0,0
2021-01-11,66703,1,0,0,0,0,747192,60,3,2013375,0,0
2021-01-12,82949,0,2,0,63600,0,830141,60,5,2013375,63600,0
2021-01-13,110894,797,0,0,0,0,941035,857,5,2013375,63600,0
2021-01-14,78608,4584,0,0,0,0,1019643,5441,5,2013375,63600,0
2021-01-15,85306,5437,19,0,0,0,1104949,10878,24,2013375,63600,0
2021-01-16,55620,1772,0,0,0,0,1160569,12650,24,2013375,63600,0
2021-01-17,46534,1305,1,0,0,0,1207103,13955,25,2013375,63600,0
2021-01-18,78245,3568,1,0,0,0,1285348,17523,26,2013375,63600,0
2021-01-19,110642,2982,50,842400,0,0,1395990,20505,76,2855775,63600,0
2021-01-20,129202,2710,4,0,0,0,1525192,23215,80,2855775,63600,0
2021-01-21,101908,2589,0,0,0,0,1627100,25804,80,2855775,63600,0
2021-01-22,100019,2043,12,0,0,0,1727119,27847,92,2855775,63600,0
2021-01-23,85245,383,1,0,0,0,1812364,28230,93,2855775,63600,0
2021-01-24,49251,244,4,0,0,0,1861615,28474,97,2855775,63600,0
2021-01-25,94300,1722,2,0,0,0,1955915,30196,99,2855775,63600,0
2021-01-26,97828,1654,6,489060,0,0,2053743,31850,105,3344835,63600,0
2021-01-27,109085,1926,8,0,0,0,2162828,33776,113,3344835,63600,0
2021-01-28,89582,1635,1,0,0,0,2252410,35411,114,3344835,63600,0
2021-01-29,107080,1405,68,0,0,0,2359490,36816,182,3344835,63600,0
2021-01-30,86567,874,1,0,0,0,2446057,37690,183,3344835,63600,0
2021-01-31,57434,376,0,0,90000,0,2503491,38066,183,3344835,153600,0
2021-02-01,119262,2211,57,0,0,0,2622753,40277,240,3344835,153600,0
2021-02-02,127686,2870,14,747630,0,0,2750439,43147,254,4092465,153600,0
2021-02-03,152510,5949,20,0,0,0,2902949,49096,274,4092465,153600,0
2021-02-04,125757,5453,6,0,0,0,3028706,54549,280,4092465,153600,0
2021-02-05,137906,5880,7,0,0,0,3166612,60429,287,4092465,153600,0
2021-02-06,96993,2466,1,0,0,345600,3263605,62895,288,4092465,153600,345600
2021-02-07,51502,2349,2,0,0,0,3315107,65244,290,4092465,153600,345600
2021-02-08,106167,3859,19,0,0,0,3421274,69103,309,4092465,153600,345600
2021-02-09,128558,3882,110,747630,0,0,3549832,72985,419,4840095,153600,345600
2021-02-10,138891,3591,7035,0,0,0,3688723,76576,7454,4840095,153600,345600
2021-02-11,119741,6949,15431,0,0,0,3808464,83525,22885,4840095,153600,345600
2021-02-12,132626,9493,14233,0,0,391200,3941090,93018,37118,4840095,153600,736800
2021-02-13,92165,3035,12780,0,0,0,4033255,96053,49898,4840095,153600,736800
2021-02-14,55133,2401,7310,0,0,0,4088388,98454,57208,4840095,153600,736800
2021-02-15,107448,4397,14740,0,182400,0,4195836,102851,71948,4840095,336000,736800
2021-02-16,105765,5235,23486,904410,0,0,4301601,108086,95434,5744505,336000,736800
