date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2021-01-06,442632,58696,58696,0,442632,0,0,442632,0,0.00532,0,145385,214357,19493,174316,145385,214356,19493,174316,0,1,0,0,58696,0,0,17752,30760,3415,21095,299804,299804,0,0
2021-01-07,501034,58402,58402,0,501034,0,0,501034,0,0.00602,0,163137,244704,22499,192189,163136,244703,22499,192189,1,1,0,0,58402,0,0,17752,30347,3006,17873,319686,319686,0,0
2021-01-08,561432,60398,60398,0,561432,0,0,561432,0,0.00675,0,182678,276253,25811,211963,182673,276252,25811,211963,5,1,0,0,60398,0,0,19541,31549,3312,19774,355329,355329,0,0
2021-01-09,618632,57200,57200,0,618632,0,0,618632,0,0.0074400000000000004,0,204968,300951,28130,234891,204959,300950,28130,234891,9,1,0,0,57200,0,0,22290,24698,2319,22928,360683,360683,0,0
2021-01-10,651925,33293,33293,0,651925,0,0,651925,0,0.00784,0,218198,315020,29452,246696,218187,315019,29452,246696,11,1,0,0,33293,0,0,13230,14069,1322,11805,368986,368986,0,0
2021-01-11,717523,65598,65598,0,717523,0,0,717523,0,0.00863,0,241193,346323,32397,266968,241182,346322,32397,266968,11,1,0,0,65598,0,0,22995,31303,2945,20272,385975,385975,0,0
2021-01-12,799532,82009,82009,0,799532,0,0,799532,0,0.00961,0,266729,388635,35549,291162,266718,388634,35549,291162,11,1,0,0,82009,0,0,25536,42312,3152,24194,415596,415596,0,0
2021-01-13,898531,98999,98999,0,897736,795,0,898531,0,0.0108,0,299094,440856,38971,320656,299083,440855,38971,320656,11,1,0,0,98204,795,0,32365,52221,3422,29494,455899,455104,795,0
2021-01-14,998642,100111,99996,115,993198,5444,0,998527,115,0.01201,0,325343,492069,41322,353314,325277,492064,41322,353314,66,5,0,0,95462,4649,0,26249,51213,2351,32658,497608,492164,5444,0
2021-01-15,1091387,92745,92316,429,1080492,10895,0,1090843,544,0.01312,1e-5,355091,539300,44940,381454,354912,539216,44931,381365,179,84,9,89,87294,5451,0,29748,47231,3618,28140,529955,519060,10895,0
2021-01-16,1148510,57123,56726,397,1135757,12753,0,1147569,941,0.0138,1e-5,376070,564394,46979,401334,375700,564203,46909,401043,370,191,70,291,55265,1858,0,20979,25094,2039,19880,529878,517125,12753,0
2021-01-17,1193066,44556,30945,13611,1178898,14168,0,1178514,14552,0.01417,1.7e-4,392822,583982,48701,419221,386132,578899,48036,410988,6690,5083,665,8233,43141,1415,0,16752,19588,1722,17887,541141,526973,14168,0
2021-01-18,1267269,74203,57793,16410,1251167,16102,0,1236307,30962,0.01487,3.7e-4,420071,619749,50807,439902,407718,607594,49608,424135,12353,12155,1199,15767,72269,1934,0,27249,35767,2106,20681,549746,533644,16102,0
2021-01-19,1361953,94684,67661,27023,1344328,17625,0,1303968,57985,0.01568,7e-4,452557,668339,54064,466965,430844,643240,52073,440622,21713,25099,1991,26343,93161,1523,0,32486,48590,3257,27063,562421,544796,17625,0
2021-01-20,1490438,128485,77943,50542,1471521,18917,0,1381911,108527,0.01662,0.0013,494561,730636,57962,509552,458026,680232,55074,463235,36535,50404,2888,46317,127193,1292,0,42004,62297,3898,42587,591907,573785,18122,0
2021-01-21,1585634,95196,60285,34911,1565617,20017,0,1442196,143438,0.01734,0.00172,531698,772634,63696,540498,482328,706914,58301,480835,49370,65720,5395,59663,94096,1100,0,37137,41998,5734,30946,586992,572419,14573,0
2021-01-22,1700185,114551,83807,30744,1678830,21355,0,1526003,174182,0.01835,0.00209,572632,824404,67270,582699,510930,744366,60986,508373,61702,80038,6284,74326,113213,1338,0,40934,51770,3574,42201,608798,598338,10460,0
2021-01-23,1792241,92056,48747,43309,1770503,21738,0,1574750,217491,0.01893,0.00262,606650,864768,70525,613820,529368,764127,62166,522099,77282,100641,8359,91721,91673,383,0,34018,40364,3255,31121,643731,634746,8985,0
2021-01-24,1858342,66101,38074,28027,1836360,21982,0,1612824,245518,0.01939,0.00295,629201,891845,71413,637849,542744,779130,62487,533896,86457,112715,8926,103953,65857,244,0,22551,27077,888,24029,665276,657462,7814,0
2021-01-25,1955604,97262,57732,39530,1932148,23456,0,1670556,285048,0.02009,0.00343,668549,934748,74830,663403,570267,801238,64134,546567,98282,133510,10696,116836,95788,1474,0,39348,42903,3417,25554,688335,680981,7354,0
2021-01-26,2058185,102581,53112,49469,2033139,25046,0,1723668,334517,0.02073,0.00402,706685,982885,78467,691057,595030,821928,65434,558562,111655,160957,13033,132495,100991,1590,0,38136,48137,3637,27654,696232,688811,7421,0
2021-01-27,2170950,112765,54009,58756,2143993,26957,0,1777677,393273,0.02137,0.00473,746895,1037189,83519,722654,618281,844218,67225,570742,128614,192971,16294,151912,110854,1911,0,40210,54304,5052,31597,680512,672472,8040,0
2021-01-28,2271230,100280,51574,48706,2237790,33440,0,1829251,441979,0.02199,0.00531,783437,1085837,87641,748949,639952,867067,68748,582611,143485,218770,18893,166338,93797,6483,0,36542,48648,4122,26295,685596,672173,13423,0
2021-01-29,2380905,109675,56544,53131,2346062,34843,0,1885795,495110,0.02267,0.00595,824026,1137170,92905,776905,662396,891202,70960,593568,161630,245968,21945,183337,108272,1403,0,40589,51333,5264,27956,680720,667232,13488,0
2021-01-30,2466802,85897,38703,47194,2431154,35648,0,1924498,542304,0.02314,0.00652,856492,1177005,96541,802055,677875,909313,72349,601408,178617,267692,24192,200647,85092,805,0,32466,39835,3636,25150,674561,660651,13910,0
2021-01-31,2529244,62442,31309,31133,2493254,35990,0,1955807,573437,0.02352,0.0069,879931,1205300,98570,817671,691446,923582,73507,607186,188485,281718,25063,210485,62100,342,0,23439,28295,2029,15616,670902,656894,14008,0
2021-02-01,2643692,114448,49040,65408,2606125,37567,0,2004847,638845,0.02411,0.00768,920048,1262419,102094,846498,710874,947918,75319,616946,209174,314501,26775,229552,112871,1577,0,40117,57119,3524,28827,688088,673977,14111,0
2021-02-02,2769934,126242,56932,69310,2730338,39596,0,2061779,708155,0.02479,0.00851,960739,1328539,106991,878682,729119,980504,77798,626635,231620,348035,29193,252047,124213,2029,0,40691,66120,4897,32184,711749,697199,14550,0
2021-02-03,2910770,140836,56702,84134,2865721,45049,0,2118481,792289,0.02547,0.00953,1012310,1396529,112413,916025,750973,1007760,79930,637493,261337,388769,32483,278532,135383,5453,0,51571,67990,5422,37343,739820,721728,18092,0
2021-02-04,3045096,134326,62269,72057,2995022,50074,0,2180750,864346,0.02622,0.01039,1057131,1465626,116860,948317,771733,1042880,82114,646801,285398,422746,34746,301516,129301,5025,0,44821,69097,4447,32292,773866,757232,16634,0
2021-02-05,3176195,131099,58932,72167,3122052,54143,0,2239682,936513,0.02693,0.01126,1106448,1528883,121641,979699,795089,1072174,83600,656211,311359,456709,38041,323488,127030,4069,0,49317,63257,4781,31382,795290,775990,19300,0
2021-02-06,3279618,103423,48333,55090,3222073,57545,0,2288015,991603,0.02751,0.01192,1141976,1580357,126116,1006459,812553,1097391,85446,665092,329423,482966,40670,341367,100021,3402,0,35528,51474,4475,26760,812816,790919,21897,0
2021-02-07,3338992,59374,32850,26524,3277988,61004,0,2320865,1018127,0.02791,0.01224,1164577,1607812,128814,1020261,825396,1113369,86680,670724,339181,494443,42134,349537,55915,3459,0,22601,27455,2698,13802,809748,784734,25014,0
2021-02-08,3446354,107362,55742,51620,3381379,64959,16,2376607,1069747,0.02858,0.01286,1216622,1650048,132671,1039796,857883,1131292,88486,678267,358739,518756,44185,361529,103391,3955,16,52045,42236,3857,19535,802662,775254,27392,16
2021-02-09,3570753,124399,59929,64470,3502319,68228,206,2436536,1134217,0.0293,0.01364,1275009,1701998,136926,1062037,893858,1149522,91168,686678,381151,552476,45758,375359,120940,3269,190,58387,51950,4255,22241,800819,771981,28632,206
2021-02-10,3719165,148412,74947,73465,3638297,73158,7710,2511483,1207682,0.0302,0.01452,1337771,1770785,140673,1089780,932479,1179001,92773,696705,405292,591784,47900,393075,135978,4930,7504,62762,68787,3747,27743,808395,772576,28109,7710
2021-02-11,3862581,143416,71088,72328,3762154,79109,21318,2582571,1280010,0.03105,0.01539,1396151,1840573,145998,1115151,966712,1210134,95077,706144,429439,630439,50921,409007,123857,5951,13608,58380,69788,5325,25371,817485,767132,29035,21318
2021-02-12,4020154,157573,79548,78025,3896465,88646,35043,2662119,1358035,0.03201,0.01633,1465841,1912722,152093,1141757,1007821,1242489,97747,715722,458020,670233,54346,426035,134311,9537,13725,69690,72149,6095,26606,843959,774413,34503,35043
2021-02-13,4129970,109816,63212,46604,3990601,92018,47351,2725331,1404639,0.03277,0.01689,1520664,1956997,156620,1159374,1042316,1267100,99515,722504,478348,689897,57105,436870,94136,3372,12308,54823,44275,4527,17617,850352,768528,34473,47351
2021-02-14,4196691,66721,39747,26974,4047490,94871,54330,2765078,1431613,0.03325,0.01721,1558678,1981429,158198,1167833,1066714,1280413,100332,726020,491964,701016,57866,441813,56889,2853,6979,38014,24432,1578,8459,857699,769502,33867,54330
2021-02-15,4323323,126632,70727,55905,4155787,98192,69344,2835805,1487518,0.0341,0.01789,1624936,2030316,162086,1187437,1107228,1305862,102473,732561,517708,724454,59613,454876,108297,3321,15014,66258,48887,3888,19604,876969,774408,33233,69328
2021-02-16,4459303,135980,81304,54676,4263746,102701,92856,2917109,1542194,0.03508,0.01854,1690051,2088937,164722,1205493,1148808,1341313,103984,739256,541243,747624,60738,466237,107959,4509,23512,65115,58621,2636,18056,888550,761427,34473,92650
2021-02-17,4607552,148249,93767,54482,4386104,109544,111904,3010876,1596676,0.0362,0.0192,1768107,2146416,169575,1227027,1204161,1374157,106790,747551,563946,772259,62785,479476,122358,6843,19048,78056,57479,4853,21534,888387,747807,36386,104194
2021-02-18,4751183,143631,91751,51880,4499659,116609,134915,3102627,1648556,0.03731,0.01982,1842103,2204587,172925,1247015,1255556,1409794,108513,755217,586547,794793,64412,491798,113555,7065,23011,73996,58171,3350,19988,888602,737505,37500,113597
2021-02-19,4899992,148809,95494,53315,4618252,124518,157222,3198121,1701871,0.03845,0.02046,1921376,2261883,177564,1264880,1312615,1443158,111024,761970,608761,818725,66540,502910,118593,7909,22307,79273,57296,4639,17865,879838,721787,35872,122179
2021-02-20,5012016,112024,74496,37528,4704197,129977,177842,3272617,1739399,0.03935,0.02091,1980774,2304957,181145,1277999,1355104,1471224,113245,765808,625670,833733,67900,512191,85945,5459,20620,59398,43074,3581,13119,882046,713596,37959,130491
2021-02-21,5097649,85633,56596,29037,4770125,134197,193327,3329213,1768436,0.04003,0.02126,2027995,2336553,183655,1287302,1388543,1491604,114366,767654,639452,844949,69289,519648,65928,4220,15485,47221,31596,2510,9303,900958,722635,39326,138997
2021-02-22,5247681,150032,98120,51912,4888150,141503,218028,3427333,1820348,0.04121,0.02189,2106024,2397019,188477,1304763,1446565,1526110,117325,773949,659459,870909,71152,530814,118025,7306,24701,78029,60466,4822,17461,924358,732363,43311,148684
2021-02-23,5403534,155853,101983,53870,5013103,147759,242672,3529316,1874218,0.04244,0.02254,2184227,2460832,193851,1322448,1505369,1561240,120642,781341,678858,899592,73209,541107,124953,6256,24644,78203,63813,5374,17685,944231,749357,45058,149816
2021-02-24,5571533,167999,113710,54289,5141396,155269,274868,3643026,1928507,0.0438,0.02319,2268380,2531256,199948,1339600,1569168,1604033,124786,788485,699212,927223,75162,551115,128293,7510,32196,84153,70424,6097,17152,963981,755292,45725,162964
2021-02-25,5730949,159416,116880,42536,5255195,161186,314568,3759906,1971043,0.04521,0.0237,2347764,2601710,206225,1354505,1630415,1655475,129438,795102,717349,946235,76787,559403,113799,5917,39700,79384,70454,6277,14905,979766,755536,44577,179653
