date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-26,0,0,0,151125,0,0,0,0,0,151125,0,0
2020-12-27,24427,0,0,0,0,0,24427,0,0,151125,0,0
2020-12-28,18382,0,0,521625,0,0,42809,0,0,672750,0,0
2020-12-29,49180,0,0,0,0,0,91989,0,0,672750,0,0
2020-12-30,62200,0,0,653250,0,0,154189,0,0,1326000,0,0
2020-12-31,49971,0,0,0,0,0,204160,0,0,1326000,0,0
2021-01-01,19268,0,1,0,0,0,223428,0,1,1326000,0,0
2021-01-02,52858,0,0,0,0,0,276286,0,1,1326000,0,0
2021-01-03,24164,0,0,0,0,0,300450,0,1,1326000,0,0
2021-01-04,48398,0,0,0,0,0,348848,0,1,1326000,0,0
2021-01-05,53847,1,0,0,0,0,402695,1,1,1326000,0,0
2021-01-06,62819,6,2,0,0,0,465514,7,3,1326000,0,0
2021-01-07,56025,4,0,0,0,0,521539,11,3,1326000,0,0
2021-01-08,63572,48,0,687375,0,0,585111,59,3,2013375,0,0
2021-01-09,61372,0,0,0,0,0,646483,59,3,2013375,0,0
2021-01-10,35276,0,0,0,0,0,681759,59,3,2013375,0,0
2021-01-11,66876,1,0,0,0,0,748635,60,3,2013375,0,0
2021-01-12,82918,0,2,0,63600,0,831553,60,5,2013375,63600,0
2021-01-13,111243,797,0,0,0,0,942796,857,5,2013375,63600,0
2021-01-14,78815,4627,0,0,0,0,1021611,5484,5,2013375,63600,0
2021-01-15,85732,5437,19,0,0,0,1107343,10921,24,2013375,63600,0
2021-01-16,55640,1772,0,0,0,0,1162983,12693,24,2013375,63600,0
2021-01-17,46869,1305,1,0,0,0,1209852,13998,25,2013375,63600,0
2021-01-18,78213,4035,1,0,0,0,1288065,18033,26,2013375,63600,0
2021-01-19,111197,3470,50,842400,0,0,1399262,21503,76,2855775,63600,0
2021-01-20,129478,2750,4,0,0,0,1528740,24253,80,2855775,63600,0
2021-01-21,102149,2712,0,0,0,0,1630889,26965,80,2855775,63600,0
2021-01-22,100100,2043,12,0,0,0,1730989,29008,92,2855775,63600,0
2021-01-23,85177,383,1,0,0,0,1816166,29391,93,2855775,63600,0
2021-01-24,49425,244,4,0,0,0,1865591,29635,97,2855775,63600,0
2021-01-25,94509,1722,2,0,0,0,1960100,31357,99,2855775,63600,0
2021-01-26,97948,1654,6,489060,0,0,2058048,33011,105,3344835,63600,0
2021-01-27,109286,1926,8,0,0,0,2167334,34937,113,3344835,63600,0
2021-01-28,89855,1635,1,0,0,0,2257189,36572,114,3344835,63600,0
2021-01-29,107169,1405,65,0,0,0,2364358,37977,179,3344835,63600,0
2021-01-30,86740,874,1,0,0,0,2451098,38851,180,3344835,63600,0
2021-01-31,57672,376,0,0,90000,0,2508770,39227,180,3344835,153600,0
2021-02-01,119659,2211,57,0,0,0,2628429,41438,237,3344835,153600,0
2021-02-02,127941,2870,14,747630,0,0,2756370,44308,251,4092465,153600,0
2021-02-03,152834,6389,20,0,0,0,2909204,50697,271,4092465,153600,0
2021-02-04,126240,5876,6,0,0,0,3035444,56573,277,4092465,153600,0
2021-02-05,138247,6401,7,0,0,0,3173691,62974,284,4092465,153600,0
2021-02-06,97245,2466,1,0,0,345600,3270936,65440,285,4092465,153600,345600
2021-02-07,51906,2349,2,0,0,0,3322842,67789,287,4092465,153600,345600
2021-02-08,106372,3859,19,0,0,0,3429214,71648,306,4092465,153600,345600
2021-02-09,128911,3881,110,747630,0,0,3558125,75529,416,4840095,153600,345600
2021-02-10,139174,3869,7042,0,0,0,3697299,79398,7458,4840095,153600,345600
2021-02-11,120076,7295,15423,0,0,0,3817375,86693,22881,4840095,153600,345600
2021-02-12,132737,9875,14253,0,0,391200,3950112,96568,37134,4840095,153600,736800
2021-02-13,92170,3047,12815,0,0,0,4042282,99615,49949,4840095,153600,736800
2021-02-14,55143,2402,7350,0,0,0,4097425,102017,57299,4840095,153600,736800
2021-02-15,107560,4813,14737,0,182400,0,4204985,106830,72036,4840095,336000,736800
2021-02-16,105998,5680,23511,904410,0,0,4310983,112510,95547,5744505,336000,736800
2021-02-17,122576,7952,19758,0,0,0,4433559,120462,115305,5744505,336000,736800
2021-02-18,111196,7938,24400,0,0,0,4544755,128400,139705,5744505,336000,736800
2021-02-19,118043,9800,25175,0,0,715200,4662798,138200,164880,5744505,336000,1452000
2021-02-20,88168,4470,21627,0,0,0,4750966,142670,186507,5744505,336000,1452000
2021-02-21,67291,3228,15302,0,0,0,4818257,145898,201809,5744505,336000,1452000
2021-02-22,127206,9100,24970,0,0,0,4945463,154998,226779,5744505,336000,1452000
2021-02-23,132392,7159,27409,926640,0,0,5077855,162157,254188,6671145,336000,1452000
2021-02-24,131952,7735,35265,0,0,0,5209807,169892,289453,6671145,336000,1452000
2021-02-25,131155,6646,51168,0,0,0,5340962,176538,340621,6671145,336000,1452000
2021-02-26,139507,8717,60375,0,0,0,5480469,185255,400996,6671145,336000,1452000
2021-02-27,92921,4191,51518,0,343200,0,5573390,189446,452514,6671145,679200,1452000
2021-02-28,62410,3956,41766,0,0,0,5635800,193402,494280,6671145,679200,1452000
2021-03-01,128612,9441,57372,0,0,0,5764412,202843,551652,6671145,679200,1452000
2021-03-02,140562,10089,68903,1014390,0,650400,5904974,212932,620555,7685535,679200,2102400
2021-03-03,156698,13789,72707,0,0,0,6061672,226721,693262,7685535,679200,2102400
2021-03-04,142164,13979,86321,0,0,0,6203836,240700,779583,7685535,679200,2102400
2021-03-05,147208,13323,108073,0,0,0,6351044,254023,887656,7685535,679200,2102400
2021-03-06,110659,8596,83049,0,0,0,6461703,262619,970705,7685535,679200,2102400
2021-03-07,82773,6736,61131,0,0,0,6544476,269355,1031836,7685535,679200,2102400
2021-03-08,135587,11004,92053,0,0,0,6680063,280359,1123889,7685535,679200,2102400
2021-03-09,140269,12695,97183,1083420,0,960000,6820332,293054,1221072,8768955,679200,3062400
2021-03-10,157401,11549,114357,0,0,0,6977733,304603,1335429,8768955,679200,3062400
2021-03-11,149099,13216,118824,0,0,0,7126832,317819,1454253,8768955,679200,3062400
2021-03-12,152275,17491,152038,0,0,0,7279107,335310,1606291,8768955,679200,3062400
2021-03-13,114572,9739,121730,0,0,0,7393679,345049,1728021,8768955,679200,3062400
2021-03-14,89568,5146,76367,0,0,0,7483247,350195,1804388,8768955,679200,3062400
2021-03-15,152039,12358,83759,0,0,364800,7635286,362553,1888147,8768955,679200,3427200
2021-03-16,167600,11032,1908,1083420,0,0,7802886,373585,1890055,9852375,679200,3427200
2021-03-17,186119,17890,1400,0,0,0,7989005,391475,1891455,9852375,679200,3427200
2021-03-18,175306,18161,1571,0,0,0,8164311,409636,1893026,9852375,679200,3427200
2021-03-19,183796,20323,38485,0,0,0,8348107,429959,1931511,9852375,679200,3427200
2021-03-20,135728,15220,67970,0,0,0,8483835,445179,1999481,9852375,679200,3427200
2021-03-21,104184,9178,52262,0,432000,0,8588019,454357,2051743,9852375,1111200,3427200
2021-03-22,165357,23537,76590,0,0,0,8753376,477894,2128333,9852375,1111200,3427200
2021-03-23,180843,19650,97019,1076400,0,204000,8934219,497544,2225352,10928775,1111200,3631200
2021-03-24,196957,32571,102886,0,0,0,9131176,530115,2328238,10928775,1111200,3631200
2021-03-25,187426,26496,120891,0,0,0,9318602,556611,2449129,10928775,1111200,3631200
2021-03-26,201731,35469,134443,0,0,201600,9520333,592080,2583572,10928775,1111200,3832800
2021-03-27,151127,27263,106288,0,0,0,9671460,619343,2689860,10928775,1111200,3832800
2021-03-28,117471,18526,59997,0,0,0,9788931,637869,2749857,10928775,1111200,3832800
2021-03-29,187408,25652,94280,0,0,0,9976339,663521,2844137,10928775,1111200,3832800
2021-03-30,214251,25745,85029,1427400,0,0,10190590,689266,2929166,12356175,1111200,3832800
2021-03-31,248337,37692,52524,0,0,0,10438927,726958,2981690,12356175,1111200,3832800
2021-04-01,233957,31655,54560,0,0,0,10672884,758613,3036250,12356175,1111200,3832800
2021-04-02,181175,16478,31576,0,650400,0,10854059,775091,3067826,12356175,1761600,3832800
2021-04-03,171770,17059,41076,0,0,1744800,11025829,792150,3108902,12356175,1761600,5577600
2021-04-04,135145,11092,49562,0,0,0,11160974,803242,3158464,12356175,1761600,5577600
2021-04-05,168281,17895,63407,0,0,0,11329255,821137,3221871,12356175,1761600,5577600
2021-04-06,257860,32936,86737,0,0,0,11587115,854073,3308608,12356175,1761600,5577600
2021-04-07,540729,35505,99240,2749500,0,0,12127844,889578,3407848,15105675,1761600,5577600
2021-04-08,570032,34761,123602,0,0,0,12697876,924339,3531450,15105675,1761600,5577600
2021-04-09,487124,35402,99543,0,0,0,13185000,959741,3630993,15105675,1761600,5577600
2021-04-10,244888,22832,99329,0,0,0,13429888,982573,3730322,15105675,1761600,5577600
2021-04-11,166345,18019,73748,0,0,0,13596233,1000592,3804070,15105675,1761600,5577600
2021-04-12,277742,28239,107763,0,0,360000,13873975,1028831,3911833,15105675,1761600,5937600
2021-04-13,428278,26500,114933,2515501,0,0,14302253,1055331,4026766,17621176,1761600,5937600
2021-04-14,616390,32228,122625,0,0,0,14918643,1087559,4149391,17621176,1761600,5937600
2021-04-15,529711,35804,109023,0,0,0,15448354,1123363,4258414,17621176,1761600,5937600
2021-04-16,432904,29628,123621,0,0,0,15881258,1152991,4382035,17621176,1761600,5937600
2021-04-17,220337,19972,115534,0,42000,0,16101595,1172963,4497569,17621176,1803600,5937600
2021-04-18,169083,12962,79957,0,72000,57600,16270678,1185925,4577526,17621176,1875600,5995200
2021-04-19,286657,30288,76277,0,0,0,16557335,1216213,4653803,17621176,1875600,5995200
2021-04-20,367791,35293,137464,0,0,0,16925126,1251506,4791267,17621176,1875600,5995200
2021-04-21,434242,32610,222190,0,0,0,17359368,1284116,5013457,17621176,1875600,5995200
