date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-27,23711,0,0,0,0,0,23711,0,0,0,0,0
2020-12-28,18737,0,0,521625,0,0,42448,0,0,521625,0,0
2020-12-29,42820,0,0,0,0,0,85268,0,0,521625,0,0
2020-12-30,57834,0,0,653250,0,0,143102,0,0,1174875,0,0
2020-12-31,38867,0,0,0,0,0,181969,0,0,1174875,0,0
2021-01-01,24666,0,0,0,0,0,206635,0,0,1174875,0,0
2021-01-02,52189,0,0,0,0,0,258824,0,0,1174875,0,0
2021-01-03,24989,0,0,0,0,0,283813,0,0,1174875,0,0
2021-01-04,48713,0,0,0,0,0,332526,0,0,1174875,0,0
2021-01-05,52392,0,0,0,0,0,384918,0,0,1174875,0,0
2021-01-06,59362,0,0,0,0,0,444280,0,0,1174875,0,0
2021-01-07,58411,0,0,0,0,0,502691,0,0,1174875,0,0
2021-01-08,60855,0,0,687375,0,0,563546,0,0,1862250,0,0
2021-01-09,56984,0,0,0,0,0,620530,0,0,1862250,0,0
2021-01-10,33458,0,0,0,0,0,653988,0,0,1862250,0,0
2021-01-11,65971,0,0,0,0,0,719959,0,0,1862250,0,0
2021-01-12,81822,0,0,0,63600,0,801781,0,0,1862250,63600,0
2021-01-13,98486,799,0,0,0,0,900267,799,0,1862250,63600,0
2021-01-14,95432,4583,0,0,0,0,995699,5382,0,1862250,63600,0
2021-01-15,87306,5448,0,0,0,0,1083005,10830,0,1862250,63600,0
2021-01-16,55383,1772,0,0,0,0,1138388,12602,0,1862250,63600,0
2021-01-17,43081,1304,0,0,0,0,1181469,13906,0,1862250,63600,0
2021-01-18,72447,2026,0,0,0,0,1253916,15932,0,1862250,63600,0
2021-01-19,94362,1555,0,842400,0,0,1348278,17487,0,2704650,63600,0
2021-01-20,127954,1298,0,0,0,0,1476232,18785,0,2704650,63600,0
2021-01-21,95424,1102,0,0,0,0,1571656,19887,0,2704650,63600,0
2021-01-22,114527,1340,0,0,0,0,1686183,21227,0,2704650,63600,0
2021-01-23,92930,383,0,0,0,0,1779113,21610,0,2704650,63600,0
2021-01-24,65876,244,0,0,0,0,1844989,21854,0,2704650,63600,0
2021-01-25,96436,1470,0,0,0,0,1941425,23324,0,2704650,63600,0
2021-01-26,101216,1588,0,489060,0,0,2042641,24912,0,3193710,63600,0
2021-01-27,111283,1911,0,0,0,0,2153924,26823,0,3193710,63600,0
2021-01-28,93717,6483,0,0,0,0,2247641,33306,0,3193710,63600,0
2021-01-29,108537,1405,0,0,0,0,2356178,34711,0,3193710,63600,0
2021-01-30,87134,873,0,0,0,0,2443312,35584,0,3193710,63600,0
2021-01-31,62422,342,0,0,90000,0,2505734,35926,0,3193710,153600,0
2021-02-01,114709,1577,0,0,0,0,2620443,37503,0,3193710,153600,0
2021-02-02,126166,2028,0,747630,0,0,2746609,39531,0,3941340,153600,0
2021-02-03,138171,5494,0,0,0,0,2884780,45025,0,3941340,153600,0
2021-02-04,131684,5063,0,0,0,0,3016464,50088,0,3941340,153600,0
2021-02-05,130356,4242,0,0,0,0,3146820,54330,0,3941340,153600,0
2021-02-06,101621,3400,0,0,0,345600,3248441,57730,0,3941340,153600,345600
2021-02-07,56915,3459,0,0,0,0,3305356,61189,0,3941340,153600,345600
2021-02-08,103125,3893,16,0,0,0,3408481,65082,16,3941340,153600,345600
2021-02-09,121949,3506,107,747630,0,0,3530430,68588,123,4688970,153600,345600
2021-02-10,140896,5121,7511,0,0,0,3671326,73709,7634,4688970,153600,345600
2021-02-11,124326,5644,13841,0,0,0,3795652,79353,21475,4688970,153600,345600
2021-02-12,135929,9489,13840,0,0,391200,3931581,88842,35315,4688970,153600,736800
2021-02-13,94489,3644,12783,0,0,0,4026070,92486,48098,4688970,153600,736800
2021-02-14,57033,2402,6980,0,0,0,4083103,94888,55078,4688970,153600,736800
2021-02-15,108698,3230,15052,0,182400,0,4191801,98118,70130,4688970,336000,736800
2021-02-16,107535,4616,23437,904410,0,0,4299336,102734,93567,5593380,336000,736800
2021-02-17,123715,7201,19416,0,0,0,4423051,109935,112983,5593380,336000,736800
2021-02-18,115403,7334,24045,0,0,0,4538454,117269,137028,5593380,336000,736800
2021-02-19,119042,8501,23916,0,0,715200,4657496,125770,160944,5593380,336000,1452000
2021-02-20,86368,5689,20937,0,0,0,4743864,131459,181881,5593380,336000,1452000
2021-02-21,65925,4221,15462,0,0,0,4809789,135680,197343,5593380,336000,1452000
2021-02-22,119952,7126,25701,0,0,0,4929741,142806,223044,5593380,336000,1452000
2021-02-23,128387,6375,26729,926640,0,0,5058128,149181,249773,6520020,336000,1452000
2021-02-24,131513,7678,33987,0,0,0,5189641,156859,283760,6520020,336000,1452000
2021-02-25,125925,6218,48706,0,0,0,5315566,163077,332466,6520020,336000,1452000
2021-02-26,133846,7162,55976,0,0,0,5449412,170239,388442,6520020,336000,1452000
2021-02-27,94183,4159,49594,0,343200,0,5543595,174398,438036,6520020,679200,1452000
2021-02-28,67211,3621,41839,0,0,0,5610806,178019,479875,6520020,679200,1452000
2021-03-01,129136,7814,55090,0,0,0,5739942,185833,534965,6520020,679200,1452000
2021-03-02,144212,8450,65346,1012050,0,650400,5884154,194283,600311,7532070,679200,2102400
2021-03-03,163154,11671,67447,0,0,0,6047308,205954,667758,7532070,679200,2102400
2021-03-04,144058,12619,83914,0,0,0,6191366,218573,751672,7532070,679200,2102400
2021-03-05,142121,12542,97449,0,0,0,6333487,231115,849121,7532070,679200,2102400
2021-03-06,108262,7937,77998,0,0,0,6441749,239052,927119,7532070,679200,2102400
2021-03-07,84176,6634,57468,0,0,0,6525925,245686,984587,7532070,679200,2102400
2021-03-08,136758,11424,83822,0,0,0,6662683,257110,1068409,7532070,679200,2102400
2021-03-09,140812,11786,95647,1076400,0,960000,6803495,268896,1164056,8608470,679200,3062400
2021-03-10,158797,11986,109377,0,0,0,6962292,280882,1273433,8608470,679200,3062400
2021-03-11,154619,12553,121969,0,0,0,7116911,293435,1395402,8608470,679200,3062400
2021-03-12,150803,14975,138542,0,0,0,7267714,308410,1533944,8608470,679200,3062400
2021-03-13,113203,9336,114724,0,0,0,7380917,317746,1648668,8608470,679200,3062400
2021-03-14,88425,4834,72322,0,0,0,7469342,322580,1720990,8608470,679200,3062400
2021-03-15,148285,11520,74395,0,0,364800,7617627,334100,1795385,8608470,679200,3427200
2021-03-16,166539,9807,1572,1076400,0,0,7784166,343907,1796957,9684870,679200,3427200
2021-03-17,191331,16079,1453,0,0,0,7975497,359986,1798410,9684870,679200,3427200
2021-03-18,171357,16639,1543,0,0,0,8146854,376625,1799953,9684870,679200,3427200
2021-03-19,178421,17308,33239,0,0,0,8325275,393933,1833192,9684870,679200,3427200
2021-03-20,133211,14198,60767,0,0,0,8458486,408131,1893959,9684870,679200,3427200
2021-03-21,106862,8988,48936,0,432000,0,8565348,417119,1942895,9684870,1111200,3427200
2021-03-22,172636,21481,67736,0,0,0,8737984,438600,2010631,9684870,1111200,3427200
2021-03-23,175152,14923,83678,1076400,0,204000,8913136,453523,2094309,10761270,1111200,3631200
2021-03-24,187251,17808,80888,0,0,0,9100387,471331,2175197,10761270,1111200,3631200
