date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca
2020-12-26,0,0,0,151125,0,0,0,0,0,151125,0,0
2020-12-27,24507,0,0,0,0,0,24507,0,0,151125,0,0
2020-12-28,18382,0,0,521625,0,0,42889,0,0,672750,0,0
2020-12-29,49180,0,0,0,0,0,92069,0,0,672750,0,0
2020-12-30,62200,0,0,653250,0,0,154269,0,0,1326000,0,0
2020-12-31,50043,0,0,0,0,0,204312,0,0,1326000,0,0
2021-01-01,19267,0,1,0,0,0,223579,0,1,1326000,0,0
2021-01-02,52857,0,0,0,0,0,276436,0,1,1326000,0,0
2021-01-03,24164,0,0,0,0,0,300600,0,1,1326000,0,0
2021-01-04,48398,0,0,0,0,0,348998,0,1,1326000,0,0
2021-01-05,53847,1,0,0,0,0,402845,1,1,1326000,0,0
2021-01-06,62817,6,2,0,0,0,465662,7,3,1326000,0,0
2021-01-07,56025,4,0,0,0,0,521687,11,3,1326000,0,0
2021-01-08,63572,48,0,687375,0,0,585259,59,3,2013375,0,0
2021-01-09,61371,0,0,0,0,0,646630,59,3,2013375,0,0
2021-01-10,35273,0,0,0,0,0,681903,59,3,2013375,0,0
2021-01-11,66877,1,0,0,0,0,748780,60,3,2013375,0,0
2021-01-12,82916,0,2,0,63600,0,831696,60,5,2013375,63600,0
2021-01-13,111242,797,0,0,0,0,942938,857,5,2013375,63600,0
2021-01-14,78825,4627,0,0,0,0,1021763,5484,5,2013375,63600,0
2021-01-15,85738,5437,19,0,0,0,1107501,10921,24,2013375,63600,0
2021-01-16,55639,1772,0,0,0,0,1163140,12693,24,2013375,63600,0
2021-01-17,47070,1305,1,0,0,0,1210210,13998,25,2013375,63600,0
2021-01-18,78217,4035,1,0,0,0,1288427,18033,26,2013375,63600,0
2021-01-19,111196,3470,50,842400,0,0,1399623,21503,76,2855775,63600,0
2021-01-20,129477,2751,4,0,0,0,1529100,24254,80,2855775,63600,0
2021-01-21,102155,2712,0,0,0,0,1631255,26966,80,2855775,63600,0
